id_master,id_using,_pc01_block_name_master,_pc01_block_name_using
Uttar-Pradesh-DEORIA_DEORIA NAGAR CHHETR                ,09-60-deoria,deoria nagar chhetr,deoria
Uttar-Pradesh-FAIZABAD_HARINTANGANJ                       ,09-47-harringtonganj,harintanganj,harringtonganj
Uttar-Pradesh-FAIZABAD_MAYA,09-47-mayabazar,maya,mayabazar
Uttar-Pradesh-FAIZABAD_PURA                               ,09-47-purabazar,pura,purabazar
Uttar-Pradesh-FIROZABAD_AARANW                             ,09-16-araon,aaranw,araon
Uttar-Pradesh-FIROZABAD_NARKHI,09-16-kotla narkhi,narkhi,kotla narkhi
Uttar-Pradesh-GHAZIPUR_BARACHAWAR,09-65-varachakwar,barachawar,varachakwar
Uttar-Pradesh-GHAZIPUR_GHAZIPUR SADAR                     ,09-65-ghazipur,ghazipur sadar,ghazipur
Uttar-Pradesh-GONDA_COLONELGANJ,09-53-karnailganj,colonelganj,karnailganj
Uttar-Pradesh-JALAUN_MADHAUGADH                         ,09-35-madhoganj,madhaugadh,madhoganj
Uttar-Pradesh-JHANSI_BAMORE                             ,09-36-bamaur,bamore,bamaur
Uttar-Pradesh-KANPUR NAGAR_BIDHNU                             ,09-34-vidhunu,bidhnu,vidhunu
Uttar-Pradesh-KUSHINAGAR_NAURANGIYA,09-59-nebuanaurangiya,naurangiya,nebuanaurangiya
Uttar-Pradesh-KUSHINAGAR_SEORAHI,09-59-sevarhi,seorahi,sevarhi
Uttar-Pradesh-MAHOBA_KABRAI                             ,09-39-kabrai mahoba,kabrai,kabrai mahoba
Uttar-Pradesh-MEERUT_JANI                               ,09-07-janikhurd,jani,janikhurd
Uttar-Pradesh-MEERUT_MAWANA,09-07-mawanakalan,mawana,mawanakalan
Uttar-Pradesh-MEERUT_SARURPUR                           ,09-07-sarurpurkhurd,sarurpur,sarurpurkhurd
Uttar-Pradesh-MIRZAPUR_NAGAR                              ,09-69-nagar city,nagar,nagar city
Uttar-Pradesh-PRATAPGARH_LALGANJ                            ,09-43-lalganjajhara,lalganj,lalganjajhara
Uttar-Pradesh-PRATAPGARH_SADAR                              ,09-43-pratapgarh sadar,sadar,pratapgarh sadar
Uttar-Pradesh-RAE BARELI_GAURA                              ,09-28-deenshahgaura,gaura,deenshahgaura
Uttar-Pradesh-SAHARANPUR_SADHOLI KADIM,09-01-sadauliqadeem,sadholi kadim,sadauliqadeem
Uttar-Pradesh-SANT KABIR NAGAR_PAULI,09-56-rudhauli,pauli,rudhauli
Uttar-Pradesh-SHRAWASTI_IKAUNA,09-51-ekona,ikauna,ekona
Uttar-Pradesh-SIDDHARTHNAGAR_BARHANI,09-54-barhnibazar,barhani,barhnibazar
Uttar-Pradesh-SIDDHARTHNAGAR_JOGIYA,09-54-jogiakhas,jogiya,jogiakhas
Uttar-Pradesh-Sultanpur_Bhadaiyan,09-49-bhadayeea,bhadaiyan,bhadayeea
Uttar-Pradesh-UNNAO_FATEHPUR 84,09-26-fatehpurchaurasi,fatehpur-84,fatehpurchaurasi
Uttaranchal-GARHWAL_JAYHARIKHAL                        ,05-06-zahrikhal,jayharikhal,zahrikhal
Uttaranchal-PITHORAGARH_BIN                                ,05-07-pithoragarh,bin,pithoragarh
Uttaranchal-TEHRI GARHWAL_THOULDHAR                          ,05-04-kouldhar,thouldhar,kouldhar
West-Bengal-BANKURA_HIRBANDH [KHATRA-II],19-13-hirbandh,hirbandh khatra ii,hirbandh
West-Bengal-BANKURA_SARENGA [RAIPUR-II]                ,19-13-sarenga,sarenga raipur ii,sarenga
West-Bengal-BARDDHAMAN_GALSI-I                            ,19-09-gals2,galsi-1,gals-2
West-Bengal-BARDDHAMAN_KALNA-I                            ,19-09-kalnai,kalna-1,kalnai
West-Bengal-BARDDHAMAN_KATWA-I,19-09-katwai,katwa-1,katwai
West-Bengal-BARDDHAMAN_MEMARI-I,19-09-memar2,memari-1,memar-2
West-Bengal-BARDDHAMAN_RAINA-I                            ,19-09-rainai,raina-1,rainai
West-Bengal-BIRBHUM_MD. BAZAR,19-08-mohammadbazar,md bazar,mohammadbazar
West-Bengal-BIRBHUM_MURARAI-I                          ,19-08-murara2,murarai-1,murara-2
West-Bengal-BIRBHUM_NALHATI-I,19-08-nalhat2,nalhati-1,nalhat-2
West-Bengal-BIRBHUM_SURI-I                             ,19-08-sur2,suri-1,sur-2
West-Bengal-DARJILING_JOREBUNGLOW_SUKHIA_BLOCK,19-01-jorebunglowsukiapokhri,jorebunglow sukhia block,jorebunglowsukiapokhri
West-Bengal-DARJILING_KALIMPONG_I_BLOCK,19-01-kalimpongi,kalimpong i block,kalimpongi
West-Bengal-DARJILING_KALIMPONG_II_BLOCK,19-01-kalimpong2,kalimpong ii block,kalimpong-2
West-Bengal-DARJILING_KURSEONG TOWN                      ,19-01-kurseong,kurseong town,kurseong
West-Bengal-DARJILING_RANGLI_RANGLIOT_BLOCK              ,19-01-ranglirangliot,rangli rangliot block,ranglirangliot
West-Bengal-HAORA_AMTA-I                             ,19-16-amtai,amta-1,amtai
West-Bengal-KOCH BIHAR_COOCH BEHAR MUNICIPALITY           ,19-03-coochbehari,cooch behar municipality,coochbehari
West-Bengal-MALDAH_OLD MALDA(BLOCK),19-06-maldah old,old malda block,maldah old
West-Bengal-MALDAH_RATUA-1                            ,19-06-ratuai,ratua-1,ratuai
West-Bengal-PURBA MEDINIPUR_CONTAI MUNICIPALITY,19-15-conta2,contai municipality,conta-2
West-Bengal-PURBA MEDINIPUR_EGRA -I                            ,19-15-egrai,egra-1,egrai
West-Bengal-PASCHIM MEDINIPUR_KGP-1,19-15-kharagpuri,kgp-1,kharagpuri
West-Bengal-PASCHIM MEDINIPUR_KGP-2,19-15-kharagpur2,kgp-2,kharagpur-2
West-Bengal-PURBA MEDINIPUR_KHEJURI -I,19-15-khejur2,khejuri-1,khejur-2
West-Bengal-PURBA MEDINIPUR_PATASHPUR -I                       ,19-15-potashpuri,patashpur-1,potashpuri
West-Bengal-MURSHIDABAD_SUTI-I,19-07-sut2,suti-1,sut-2
West-Bengal-NORTH TWENTY FOUR PARGANA_BARRACKPORE - I                    ,19-11-barrackpuri,barrackpore-1,barrackpuri
West-Bengal-NORTH TWENTY FOUR PARGANA_BARRACKPORE - II,19-11-barrackpur2,barrackpore-2,barrackpur-2
West-Bengal-NORTH TWENTY FOUR PARGANA_HABRA - I                          ,19-11-habrai,habra-1,habrai
West-Bengal-SOUTH  TWENTY FOUR PARGAN_BHANGORE - 1,19-18-bhangari,bhangore-1,bhangari
West-Bengal-SOUTH  TWENTY FOUR PARGAN_BHANGORE - 2,19-18-bhangar2,bhangore-2,bhangar-2
West-Bengal-SOUTH  TWENTY FOUR PARGAN_BUDGE BUDGE MUNICIPALITY,19-18-budgebudgei,budge budge municipality,budgebudgei
West-Bengal-SOUTH  TWENTY FOUR PARGAN_DIAMOND HARBOUR MUNICIPALITY,19-18-diamondharbouri,diamond harbour municipality,diamondharbouri
West-Bengal-SOUTH  TWENTY FOUR PARGAN_JOYNAGAR MAZILPUR MUNICIPALITY,19-18-jaynagari,joynagar mazilpur municipality,jaynagari
West-Bengal-UTTAR DINAJPUR_GOALPOKHER - I,19-04-goalpokhari,goalpokher-1,goalpokhari
